IPvZero,ios-xe-mgmt.cisco.com,csr1000v-1,97I50F5BM30,{'Gigabit Ethernet': '3'},
bootflash:packages.conf,production image,IOS-XE,10 minutes,16.9.3,Wed 20-Mar-19 07:56
